Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,econ_themes,hybrid_text,cluster,x,y
12-06-2014,http://www.marketwatch.com/story/comex-gold-settles-at-a-nearly-three-week-high-2014-06-12,comex gold settles at a nearly three-week high,1,0,0,0,1,0,positive,"['nearly', 'high', 'week', 'comex', 'gold settles']",comex gold settles at a nearly three-week high nearly high week comex gold settles,-1,0.013635173,-0.08609523
10-04-2018,https://www.metalsdaily.com/link/278383/gold-to-platinum-ratio-hits-all-time-highs.htm,gold to platinum ratio hits all time highs,0,0,0,0,0,1,none,"['hits', 'time highs', 'ratio', 'ratio hits time', 'gold platinum']",gold to platinum ratio hits all time highs hits time highs ratio ratio hits time gold platinum,-1,-0.13664502,0.09591462
02-11-2017,http://www.marketwatch.com/story/december-gold-trades-01-lower-at-127580oz-2017-11-02,"December gold trades 0.1% lower at $1,275.80/oz.",0,0,1,0,1,0,negative,"['275 80', 'december', 'lower', 'oz', 'gold trades']","December gold trades 0.1% lower at $1,275.80/oz. 275 80 december lower oz gold trades",21,0.38139284,-0.0026203915
14-02-2007,https://economictimes.indiatimes.com/articleshow/1613134.cms,benchmark mf hopes for gold etf,0,0,0,0,1,0,none,"['hopes', 'gold', 'benchmark', 'etf', 'benchmark mf']",benchmark mf hopes for gold etf hopes gold benchmark etf benchmark mf,-1,-0.24632683,-0.08687858
12-03-2018,http://www.investing.com/news/commodities-news/gold-prices-turn-lower-as-sentiment-remains-supported-1336484,Gold Prices Turn Lower as Sentiment Remains Supported,1,0,0,0,1,0,positive,"['remains', 'supported', 'turn lower sentiment', 'prices turn lower', 'gold prices']",Gold Prices Turn Lower as Sentiment Remains Supported remains supported turn lower sentiment prices turn lower gold prices,-1,-0.09554612,0.1409653
06-01-2006,http://www.marketwatch.com/story/gold-prices-top-540-in-afternoon-dealings-2006-01-06,gold prices top $540 in afternoon dealings,1,0,0,0,1,0,positive,"['dealings', 'afternoon', 'gold', 'prices 540', 'gold prices']",gold prices top $540 in afternoon dealings dealings afternoon gold prices 540 gold prices,-1,0.10017565,0.04888809
06-02-2017,http://www.marketwatch.com/story/gold-miners-etf-pops-20-as-gold-on-track-for-best-rise-in-3-months-2017-02-06,Gold miner ETF rises as futures look at highest settlement in 3 months,1,0,0,0,1,0,positive,"['gold', 'rises', 'futures look', 'highest settlement months', 'miner etf']",Gold miner ETF rises as futures look at highest settlement in 3 months gold rises futures look highest settlement months miner etf,-1,-0.21686952,-0.34001297
19-11-2018,https://economictimes.indiatimes.com/markets/commodities/news/commodity-outlook-gold-may-see-low-level-buying-crude-to-stabilise/articleshow/66690753.cms,"Commodity outlook: Gold may see low-level buying, crude to stabilise",0,0,1,1,1,0,negative,"['level', 'stabilise', 'buying', 'crude', 'outlook gold low']","Commodity outlook: Gold may see low-level buying, crude to stabilise level stabilise buying crude outlook gold low",-1,-0.12645233,0.014397964
30-08-2017,http://www.marketwatch.com/story/dec-gold-down-480-or-04-to-settle-at-131410oz-2017-08-30,"Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz",0,0,1,0,1,0,negative,"['314 10', 'dec', 'settle', '10 oz', 'gold 80']","Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz 314 10 dec settle 10 oz gold 80",21,0.48476923,-0.006611608
02-06-2011,https://www.moneycontrol.com/news/business/markets/-2117477.html,"gold steady on greek crisis, us growth concerns",0,1,0,0,1,0,neutral,"['steady', 'greek', 'gold', 'growth concerns', 'crisis growth concerns']","gold steady on greek crisis, us growth concerns steady greek gold growth concerns crisis growth concerns",-1,-0.12122017,0.08395785
16-11-2011,https://www.moneycontrol.com/news/business/markets/-1387237.html,MCX GOLD Dec contract down marginally,0,0,1,0,1,0,negative,"['dec', 'gold', 'marginally', 'mcx', 'contract marginally']",MCX GOLD Dec contract down marginally dec gold marginally mcx contract marginally,1,-0.06763227,-0.12857267
0200-09-29,http://www.marketwatch.com/story/moodys-may-upgrade-ratings-on-gold-kist-2006-09-29,moody's may upgrade ratings on gold kist,0,0,0,0,1,0,none,"['upgrade', 'gold', 'kist', 'moody', 'upgrade ratings']",moody's may upgrade ratings on gold kist upgrade gold kist moody upgrade ratings,-1,-0.18305823,0.15129319
30-04-2014,http://www.investing.com/news/commodities-news/gold-prices-dip-in-asia-with-many-markets-shut-for-may-1-holiday-281058,gold prices dip in asia with many markets shut for may 1 holiday,0,0,1,0,1,0,negative,"['shut', 'asia', 'holiday', 'prices dip', 'gold prices']",gold prices dip in asia with many markets shut for may 1 holiday shut asia holiday prices dip gold prices,-1,-0.09240138,0.026286837
13-03-2013,https://economictimes.indiatimes.com/markets/commodities/gold-prices-up-by-rs-125-to-regain-rs-30000-level/articleshow/18951322.cms,"gold prices up by rs 125 to regain rs 30,000 level",1,0,0,0,1,0,positive,"['level', 'regain rs', '30 000', 'prices rs 125', 'gold prices']","gold prices up by rs 125 to regain rs 30,000 level level regain rs 30 000 prices rs 125 gold prices",-1,-0.0010025054,0.118549965
26-07-2016,http://www.marketwatch.com/story/impending-gold-production-cliff-may-deliver-a-jolt-to-prices-2016-07-26,Impending gold production cliff' may deliver a jolt to prices,0,0,0,0,1,0,none,"['deliver', 'impending', 'cliff', 'jolt prices', 'gold production']",Impending gold production cliff' may deliver a jolt to prices deliver impending cliff jolt prices gold production,-1,-0.0979429,-0.020145327
01-02-2006,http://www.marketwatch.com/story/gold-silver-pull-back-from-their-more-than-two-decade-highs-2006-02-01,"gold, silver pull back from their more than two-decade highs",0,0,1,1,1,0,negative,"['pull', 'highs', 'decade', 'silver', 'gold silver']","gold, silver pull back from their more than two-decade highs pull highs decade silver gold silver",-1,-0.1831374,0.23322457
12-11-2007,http://www.marketwatch.com/story/oil-gold-lower-on-saudi-hints-of-opec-production-hike-2007-11-12,"oil, gold lower on saudi hints of opec production hike",0,0,1,1,1,0,negative,"['hints', 'hike', 'saudi', 'opec production', 'oil gold lower']","oil, gold lower on saudi hints of opec production hike hints hike saudi opec production oil gold lower",-1,-0.11580277,0.04778664
08-09-2009,http://www.marketwatch.com/story/gold-reverses-gains-down-01-to-99540-an-ounce-2009-09-08,"gold reverses gains, down 0.1% to $995.40 an ounce",0,0,1,0,1,0,negative,"['995 40', 'gains', 'reverses', 'ounce', 'gold']","gold reverses gains, down 0.1% to $995.40 an ounce 995 40 gains reverses ounce gold",-1,0.3038565,0.15084352
28-12-2006,http://www.marketwatch.com/story/pilgrims-pride-says-89-of-gold-kist-shares-tendered-2006-12-28-8914346,pilgrim's pride says 89% of gold kist shares tendered,0,0,0,0,1,0,none,"['89', 'pilgrim', 'pride says', 'kist', 'shares tendered']",pilgrim's pride says 89% of gold kist shares tendered 89 pilgrim pride says kist shares tendered,-1,-0.033541016,0.15272859
11-01-2012,https://economictimes.indiatimes.com/markets/commodities/gold-up-by-rs-80-on-global-cues-silver-rises-by-rs-750/articleshow/11447847.cms,"gold up by rs 80 on global cues, silver rises by rs 750",1,0,0,1,1,0,positive,"['global cues', '750', 'rises rs', 'rs 80 global', 'silver']","gold up by rs 80 on global cues, silver rises by rs 750 global cues 750 rises rs rs 80 global silver",-1,-0.07406292,0.21442673
19-12-2017,http://www.investing.com/news/commodities-news/gold-prices-gain-slightly-in-asia-as-us-tax-cuts-hit-slight-snag-1012198,gold prices gain slightly in asia as us tax cuts hit slight snag,1,0,0,0,1,0,positive,"['gain', 'slight snag', 'asia', 'tax cuts hit', 'gold prices']",gold prices gain slightly in asia as us tax cuts hit slight snag gain slight snag asia tax cuts hit gold prices,-1,-0.16363442,0.13535988
06-01-2015,http://www.marketwatch.com/story/gold-builds-on-its-breakout-above-1200-as-stocks-wobble-2015-01-06,gold gains for third session as stocks wobble,1,0,0,0,1,0,positive,"['session', 'gold', 'stocks', 'gains', 'stocks wobble']",gold gains for third session as stocks wobble session gold stocks gains stocks wobble,-1,-0.1758139,0.03242576
28-08-2013,http://www.marketwatch.com/story/dec-gold-down-40-cents-at-141980oz-2013-08-28,"dec. gold down 40 cents at $1,419.80/oz",0,0,1,0,1,0,negative,"['419 80', 'dec', 'oz', 'gold', 'cents']","dec. gold down 40 cents at $1,419.80/oz 419 80 dec oz gold cents",21,0.4514326,0.12700835
08-12-2011,https://www.moneycontrol.com/news/business/markets/-1217577.html,MCX GOLDGUINEA Dec contract gains,1,0,0,0,1,0,positive,"['dec', 'gains', 'contract', 'goldguinea', 'mcx']",MCX GOLDGUINEA Dec contract gains dec gains contract goldguinea mcx,1,-0.08331262,0.02579854
01-03-2017,http://www.marketwatch.com/story/april-gold-settles-at-1250oz-down-390-or-03-2017-03-01,"April gold settles at $1,250/oz, down $3.90, or 0.3%",0,0,1,0,1,0,negative,"['90', '250', 'april', 'oz', 'gold settles']","April gold settles at $1,250/oz, down $3.90, or 0.3% 90 250 april oz gold settles",21,0.48468035,-0.020195857
27-10-2010,http://www.marketwatch.com/story/dec-gold-climbs-410-to-132670oz-on-globex-2010-10-27,"dec. gold climbs $4.10 to $1,326.70/oz on globex",1,0,0,0,1,0,positive,"['10 326', 'dec', 'climbs', 'globex', '70 oz']","dec. gold climbs $4.10 to $1,326.70/oz on globex 10 326 dec climbs globex 70 oz",21,0.3498599,0.10107215
29-09-2005,http://www.marketwatch.com/story/dec-gold-rises-above-475oz-for-the-first-time-in-a-week-2005-09-29,dec gold rises above $475/oz for the first time in a week,1,0,0,0,1,0,positive,"['time week', 'oz', 'dec', '475', 'gold rises']",dec gold rises above $475/oz for the first time in a week time week oz dec 475 gold rises,-1,0.28995,0.03408411
31-01-2019,https://www.thehindubusinessline.com/markets/gold/indias-2019-gold-demand-forecast-at-750-850-t-wgc/article26136793.ece,India's 2019 gold demand forecast at 750-850 T: WGC,0,0,0,0,1,0,none,"['2019', 'india', 'gold', '750 850 wgc', 'demand forecast']",India's 2019 gold demand forecast at 750-850 T: WGC 2019 india gold 750 850 wgc demand forecast,-1,-0.16034529,-0.025254011
12-06-2012,https://www.moneycontrol.com/news/business/markets/-1702611.html,gold trades flat; traders seek price direction,0,1,0,0,1,0,neutral,"['seek', 'price', 'gold', 'direction', 'trades flat traders']",gold trades flat; traders seek price direction seek price gold direction trades flat traders,-1,-0.17159517,0.018313378
15-11-2010,http://www.marketwatch.com/story/gold-futures-pare-loss-down-130-at-136420-2010-11-15,"gold futures pare loss; down $1.30 at $1,364.20",0,0,1,0,1,0,negative,"['20', '30 364', 'pare', 'loss', 'gold futures']","gold futures pare loss; down $1.30 at $1,364.20 20 30 364 pare loss gold futures",-1,0.16370301,-0.3292084
30-03-2005,http://www.marketwatch.com/story/gold-outpaced-in-metals-rally-mining-stocks-also-gain-2005-03-30,gold outpaced in metals rally,0,0,0,0,1,0,none,"['rally', 'outpaced', 'metals', 'gold', 'gold outpaced metals']",gold outpaced in metals rally rally outpaced metals gold gold outpaced metals,-1,-0.18011688,0.023249514
21-09-2017,http://www.marketwatch.com/story/dec-gold-drops-2160-or-16-to-settle-at-129480oz-2017-09-21,"Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz",0,0,1,0,1,0,negative,"['60', 'settle 294 80', 'oz', 'drops', 'dec gold']","Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz 60 settle 294 80 oz drops dec gold",21,0.47307587,-0.012397647
08-11-2016,http://www.marketwatch.com/story/dec-gold-falls-490-or-04-to-settle-at-127450oz-2016-11-08,"Dec. gold falls $4.90, or 0.4%, to settle at $1,274.50/oz",0,0,1,0,1,0,negative,"['dec', '274 50', 'settle', '50 oz', 'gold falls']","Dec. gold falls $4.90, or 0.4%, to settle at $1,274.50/oz dec 274 50 settle 50 oz gold falls",21,0.48342824,-0.0035909787
01-08-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-slides-by-rs-120-on-global-cues-fall-in-demand/articleshow/59862255.cms,"gold slides by rs 120 on global cues, fall in demand",0,0,1,0,1,0,negative,"['cues', '120', 'global', 'fall demand', 'slides rs']","gold slides by rs 120 on global cues, fall in demand cues 120 global fall demand slides rs",-1,-0.09512992,0.17578968
05-03-2015,http://www.marketwatch.com/story/april-gold-settles-at-119620oz-down-470-or-04-on-comex-2015-03-05,"april gold settles at $1,196.20/oz, down $4.70, or 0.4%, on comex",0,0,1,0,1,0,negative,"['70', 'comex', 'april', '196 20 oz', 'gold settles']","april gold settles at $1,196.20/oz, down $4.70, or 0.4%, on comex 70 comex april 196 20 oz gold settles",21,0.45127237,-0.06795575
04-05-2011,http://www.marketwatch.com/story/gold-ends-16-lower-at-151530-an-ounce-2011-05-04,"gold ends 1.6% lower at $1,515.30 an ounce",0,0,1,0,1,0,negative,"['515 30', 'ends', 'lower', 'gold', 'ounce']","gold ends 1.6% lower at $1,515.30 an ounce 515 30 ends lower gold ounce",21,0.38697112,0.047314145
24-08-2011,http://www.marketwatch.com/story/gold-drops-more-than-4-falls-below-1800-2011-08-24,"gold drops more than 4%, falls below $1,800",0,0,1,0,1,0,negative,"['800', 'falls', 'gold', 'falls 800', 'drops']","gold drops more than 4%, falls below $1,800 800 falls gold falls 800 drops",-1,0.20339261,0.07063587
24-04-2013,https://www.thehindubusinessline.com/markets/gold/gold-slips-further-silver-eases/article20605864.ece1,"Gold slips further, silver eases",0,0,1,1,1,0,negative,"['eases', 'slips', 'gold', 'silver', 'silver eases']","Gold slips further, silver eases eases slips gold silver silver eases",-1,-0.11959288,0.15554088
23-08-2004,http://www.marketwatch.com/story/gold-futures-closes-under-413-as-dollar-gains-2004-08-23,"gold slips, pressured by dollar gains",0,0,1,1,1,0,negative,"['pressured', 'gains', 'gold', 'slips pressured', 'dollar gains']","gold slips, pressured by dollar gains pressured gains gold slips pressured dollar gains",-1,-0.06568612,0.07749469
15-11-2018,https://economictimes.indiatimes.com/markets/commodities/news/gold-futures-recover-rs-44-on-fresh-positions/articleshow/66632497.cms,Gold futures recover Rs 44 on fresh positions,1,0,0,0,1,0,positive,"['fresh', 'positions', '44', 'recover rs', 'gold futures']",Gold futures recover Rs 44 on fresh positions fresh positions 44 recover rs gold futures,-1,-0.16596884,-0.35412115
03-05-2006,http://www.marketwatch.com/story/gold-sheds-early-gains-as-dollar-rises-2006-05-03,gold sheds early gains as dollar rises,1,0,0,1,1,0,positive,"['early', 'sheds', 'gold', 'gains', 'dollar rises']",gold sheds early gains as dollar rises early sheds gold gains dollar rises,-1,-0.07625121,0.074460715
31-05-2017,http://www.marketwatch.com/story/june-gold-at-127460oz-in-electronic-trade-vs-127540-settlement-2017-05-31,"June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement",0,0,0,0,1,0,none,"['vs 275 40', '60 oz electronic', 'settlement', 'electronic trade vs', 'june gold']","June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement vs 275 40 60 oz electronic settlement electronic trade vs june gold",-1,0.30066758,0.0500907
18-07-2017,https://www.thehindubusinessline.com/markets/gold/gold-recaptures-rs-29000mark-silver-climbs-to-rs-38500/article9775130.ece,"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",1,0,0,1,1,0,positive,"['climbs', '29 000', 'rs 38 500', 'mark silver', 'recaptures rs']","Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500 climbs 29 000 rs 38 500 mark silver recaptures rs",-1,-0.008311585,0.15453367
24-10-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-recovers-from-two-week-low-on-softer-dollar/articleshow/61194465.cms,"gold edges up, but stuck in tight range",1,0,0,0,1,0,positive,"['range', 'stuck', 'edges', 'gold', 'edges stuck tight']","gold edges up, but stuck in tight range range stuck edges gold edges stuck tight",-1,-0.116980724,0.016180083
