,Dates,News,original_sentiment,VADER_sentiment
8508,11-03-2005,kinross gold cut to 'neutral' at ubs,none,-0.2732
8509,02-08-2016,"December gold gains $13, or 1%, to settle at $1,372.60/oz.",positive,0.34
8510,14-06-2010,be wary of the gold bugs,none,0.0
8511,04-05-2007,copper and silver: every bit as bright as gold,positive,0.4404
8512,04-04-2012,"gold adds to losses, off 3.2% at $1,618.59/oz",negative,-0.4019
8513,05-10-2017,us tax reforms putting pressure on gold prices,none,-0.296
8514,09-06-2008,gold futures up $8.60 at $904.00 an ounce,positive,0.0
8515,19-02-2009,"gold ends down $1.60, or 0.2%, at $976.10 an ounce",negative,0.0
8516,12-10-2011,"gold price seen averaging $1,770 in q4: gfms",neutral,0.0
8517,07-07-2011,strike shuts down world's largest gold mine,negative,-0.128
8518,31-12-2013,"Gold futures down at Rs 27,620 per 10 gm",negative,0.0
8519,18-07-2016,"Gold futures fall to Rs 31,323 on weak global cues",negative,-0.4404
8520,09-12-2016,Stillwater's stock soars in active trade after buyout deal with Sibanye Gold,none,0.4019
8521,19-08-2016,"Dec. gold settles at $1,346.20/oz for the session, down $11, or 0.8%",negative,0.0
8522,04-08-2017,"December gold down 0.4% at $1,267/oz.",negative,0.0
8523,13-01-2017,"Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz.",negative,-0.296
8524,15-06-2017,Gold settles at three-week low as Fed interest-rate hike lifts the dollar,negative,-0.2732
8525,26-07-2018,gold steady as dollar eases after u.s.-eu trade talks,neutral,0.3182
8526,28-10-2018,"Gold investment demand returns, but rising dollar is a major hurdle",none,-0.0644
8527,12-02-2004,gold futures end the session above $414,none,0.0
8528,11-08-2005,dec gold climbs to a 7-week high above $448/oz,positive,0.0
8529,07-12-2005,gold etfs up in early action,positive,0.0
8530,06-03-2013,Gold eases on investment selling,positive,0.3182
8531,15-03-2017,"Prices for gold climb, oil gains more ground after Fed's interest-rate decision",positive,0.34
8532,09-08-2016,Gold and silver futures trading coming to London exchange in early 2017,none,0.0
8533,28-09-2011,"gold, silver decline on profit-selling",negative,0.0
8534,05-08-2015,"december gold sheds $5.10, or 0.5%, to settle at $1,085.60 an ounce",positive,0.0
8535,21-05-2003,gold prices climbs for a sixth day,positive,0.0
8536,16-03-2017,Gold rallies to highest finish in two weeks,positive,0.0
8537,02-09-2013,Gold falls on heavy selling; silver spurts on fresh demand,negative,0.2023
8538,12-12-2017,"Gold futures fall to Rs 28,178 on weak global cues",negative,-0.4404
8539,29-08-2011,Gold futures succumbs to profit-taking,none,0.0
8540,07-10-2016,Gold surges Rs 80 in futures trade on global cues,positive,0.0
8541,04-01-2007,feb. gold down $1.80 at $628/oz in afternoon trading,negative,0.0
8542,28-09-2010,"gold ends at $1,308.30, a fresh record",none,0.3182
8543,08-12-2006,gold futures ends the week 3% lower,negative,-0.296
8544,24-10-2016,Gold settles lower as dollar taps 8-month high,negative,-0.296
8545,27-06-2016,"Gold futures jump to Rs 31,922 per 10 gm",positive,0.0
8546,27-04-2017,are you going for physical gold or paper gold thisï¿½akshayaï¿½tritiya?,none,0.0
8547,26-10-2017,Gold prices mark lowest settlement since early August,negative,-0.3818
8548,02-11-2016,Gold extends gain after ADP private-sector payrolls data,positive,0.5994
8549,13-10-2016,Gold slightly pares gains after jobless-claims report,positive,0.2782
8550,13-06-2018,"gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision",positive,0.5267
8551,18-10-2012,"gold prices extend gains, importers wary",positive,0.4767
8552,11-11-2011,on the hunt for cost-savvy gold miners,none,0.0
8553,26-10-2017,Gold drops to lowest finish since early August as dollar rallies to 3-month high,negative,-0.3818
8554,24-08-2010,"gold turns positive, trades at $1,231.40 an ounce",positive,0.5574
8555,07-04-2017,"June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce",positive,0.0
8556,19-01-2018,bitcoin slump drives up investors' appetite for gold,none,0.0
8557,13-05-2015,finmin to float discussion paper on gold monetisation plan,none,0.0
8558,05-08-2011,oil down 9.2%; gold gains 1.3% on week,positive,0.34
8559,13-08-2004,"gold futures end up for the day, down for the week",positive,0.0
8560,21-09-2016,Gold futures end at highest level since Sept. 9 ahead of FOMC decision,positive,0.0
8561,13-09-2013,Trading partners unlikely to take India's gold import curbs lightly,none,0.0
8562,26-07-2012,gold jumps more than $10 as draghi boosts euro,positive,0.3182
8563,15-08-2017,"Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz",negative,0.0
8564,01-03-2006,april gold futures close at highest level since feb. 9,positive,0.0
8565,09-07-2014,Gold gains as dollar weakens ahead of Fed policy meeting minutes,positive,0.0258
8566,13-01-2005,feb gold falls $1.60 to $425/oz in afternoon dealings,negative,0.0
8567,08-09-2010,gold futures edge lower as europe worries fade,negative,-0.6124
8568,24-03-2008,april gold down $4.90 to $915.10 an ounce on nymex,negative,0.0
8569,27-09-2011,gold gain after biggest 3-day drop spur investor concern,positive,0.3182
8570,03-05-2010,"oil, gold pare gains after april ism factory index",positive,0.34
8571,12-09-2017,"Gold, silver decline further on global cues",negative,0.0
8572,18-12-2001,gold futures prices top $280 an ounce,positive,0.2023
8573,05-03-2015,"gold ends below $1,200, down four straight sessions",negative,0.2263
8574,03-05-2017,Kinross Gold upgraded to outperformer from neutral at CIBC,none,0.0
8575,27-09-2011,"gold loses pricey tag, futures exchange comex raises margins on gold and silver.",none,-0.3182
8576,02-11-2004,spot gold trading at $420.50 in asia,positive,0.0
8577,13-10-2015,buy mcx gold dec; target rs 26945/27070: way2wealth,none,0.0
8578,07-05-2018,"Gold rises to Rs 32,180; silver jumps by Rs 100/kg",positive,0.0
8579,27-10-2016,Gold ends higher as economic data raise uncertainty for interest-rate hike,positive,-0.34
8580,12-06-2014,comex gold settles at a nearly three-week high,positive,0.0
8581,10-04-2018,gold to platinum ratio hits all time highs,none,0.0
8582,02-11-2017,"December gold trades 0.1% lower at $1,275.80/oz.",negative,-0.296
8583,14-02-2007,benchmark mf hopes for gold etf,none,0.4215
8584,12-03-2018,Gold Prices Turn Lower as Sentiment Remains Supported,positive,0.0258
8585,06-01-2006,gold prices top $540 in afternoon dealings,positive,0.2023
8586,06-02-2017,Gold miner ETF rises as futures look at highest settlement in 3 months,positive,0.0
8587,19-11-2018,"Commodity outlook: Gold may see low-level buying, crude to stabilise",negative,-0.5719
8588,30-08-2017,"Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz",negative,0.0
8589,02-06-2011,"gold steady on greek crisis, us growth concerns",neutral,-0.3612
8590,16-11-2011,MCX GOLD Dec contract down marginally,negative,0.0
8591,0200-09-29,moody's may upgrade ratings on gold kist,none,0.0
8592,30-04-2014,gold prices dip in asia with many markets shut for may 1 holiday,negative,0.4019
8593,13-03-2013,"gold prices up by rs 125 to regain rs 30,000 level",positive,0.0
8594,26-07-2016,Impending gold production cliff' may deliver a jolt to prices,none,0.0
8595,01-02-2006,"gold, silver pull back from their more than two-decade highs",negative,0.0
8596,12-11-2007,"oil, gold lower on saudi hints of opec production hike",negative,-0.296
8597,08-09-2009,"gold reverses gains, down 0.1% to $995.40 an ounce",negative,0.34
8598,28-12-2006,pilgrim's pride says 89% of gold kist shares tendered,none,0.6249
8599,11-01-2012,"gold up by rs 80 on global cues, silver rises by rs 750",positive,0.0
8600,19-12-2017,gold prices gain slightly in asia as us tax cuts hit slight snag,positive,0.296
8601,06-01-2015,gold gains for third session as stocks wobble,positive,0.34
8602,28-08-2013,"dec. gold down 40 cents at $1,419.80/oz",negative,0.0
8603,08-12-2011,MCX GOLDGUINEA Dec contract gains,positive,0.34
8604,01-03-2017,"April gold settles at $1,250/oz, down $3.90, or 0.3%",negative,0.0
8605,27-10-2010,"dec. gold climbs $4.10 to $1,326.70/oz on globex",positive,0.0
8606,29-09-2005,dec gold rises above $475/oz for the first time in a week,positive,0.0
8607,31-01-2019,India's 2019 gold demand forecast at 750-850 T: WGC,none,-0.128
8608,12-06-2012,gold trades flat; traders seek price direction,neutral,0.0
8609,15-11-2010,"gold futures pare loss; down $1.30 at $1,364.20",negative,-0.3182
8610,30-03-2005,gold outpaced in metals rally,none,0.0
8611,21-09-2017,"Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz",negative,0.0
8612,08-11-2016,"Dec. gold falls $4.90, or 0.4%, to settle at $1,274.50/oz",negative,0.0
8613,01-08-2017,"gold slides by rs 120 on global cues, fall in demand",negative,-0.128
8614,05-03-2015,"april gold settles at $1,196.20/oz, down $4.70, or 0.4%, on comex",negative,0.0
8615,04-05-2011,"gold ends 1.6% lower at $1,515.30 an ounce",negative,-0.296
8616,24-08-2011,"gold drops more than 4%, falls below $1,800",negative,0.0
8617,24-04-2013,"Gold slips further, silver eases",negative,0.3182
8618,23-08-2004,"gold slips, pressured by dollar gains",negative,0.128
8619,15-11-2018,Gold futures recover Rs 44 on fresh positions,positive,0.3182
8620,03-05-2006,gold sheds early gains as dollar rises,positive,0.34
8621,31-05-2017,"June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement",none,0.0
8622,18-07-2017,"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",positive,0.0
8623,24-10-2017,"gold edges up, but stuck in tight range",positive,-0.3612
8624,18-06-2003,companhia vale do rio doce sells gold mine for $20.9m,none,0.0
8625,23-11-2016,"Dec. gold drops $21.90, or 1.8%, to settle at $1,189.30/oz",negative,0.0
8626,21-12-2015,"february gold settles $15.60, or 1.5%, higher at $1,080.60/oz",positive,0.0
8627,09-05-2018,gold heads modestly lower less than an hour ahead of comex settlement,negative,-0.296
8628,23-05-2016,Gold inches up but lingers near 3-week low on Fed rate views,positive,-0.3919
8629,17-10-2017,"scientists witness huge cosmic crash, find origins of gold",none,-0.1027
8630,29-08-2016,"Dec. gold settles at $1,327.10/oz, up $1.20, or less than 0.1%",positive,0.0
8631,28-06-2018,gold futures end lower for a fourth straight session,negative,-0.0772
8632,27-08-2015,mcx goldm october contract trades lower,negative,-0.296
8633,03-12-2018,"g20 summit - key takeaways & potential impact on dollar, gold, and stock markets",positive,0.0
8634,29-06-2015,mcx goldm august contract trades higher,positive,0.0
8635,30-06-2008,"gold futures fall, but gain almost 11% year to date",positive,0.6808
8636,20-01-2005,feb gold down 60c at $422.70/oz in afternoon dealings,negative,0.0
8637,01-11-2012,"indian gold importers at bay, eyeing u.s. data",none,0.0
8638,22-08-2018,gold output in key countries to slump to 'generational' lows - report,none,-0.2023
8639,14-11-2018,china : the way ahead for china's gold market,none,0.0
8640,04-03-2006,"metal mania: silver scales new peak of rs 14,375, gold follows",positive,0.0
8641,07-12-2011,"gold up by rs 160, sliver by rs 700 on fresh procurement",positive,0.3182
8642,17-08-2017,"December gold up 0.6% at $1,290.60/oz.",positive,0.0
8643,21-02-2013,gold languishes near seven-month low on fed worries,negative,-0.5994
8644,13-07-2017,Gold snaps 3-session win streak,negative,0.5859
8645,30-05-2012,"experts bearish on gold, crude, lead; bullish on copper",none,-0.5719
8646,11-02-2015,when will gold finally bottom out?,none,0.0
8647,23-04-2012,"gold, safe haven for investors, says smc global",none,0.4404
8648,12-06-2014,Gold gains on safe-haven demand as Iraqi unrest escalates,positive,0.2263
8649,04-07-2016,MCX gold gains bullish momentum,positive,0.34
8650,04-01-2007,"correct: feb. gold down $3.60, ends at 2-wk low of $626.20",negative,-0.2732
8651,28-08-2018,"commerzbank : gold to reclaim $1,300 an ounce by the end of 2018",none,0.0
8652,19-10-2017,Gold finishes higher after posting declines in the last 3 sessions,positive,0.0
8653,21-03-2014,gold is beating nearly every investment this year,none,-0.4588
8654,24-08-2016,Gold futures drop to a 1-month low as Yellen watch continues,negative,-0.4939
8655,14-06-2013,gold falls as investors cut etf holdings on stimulus outlook,negative,-0.2732
8656,22-01-2018,"feb. gold settles at $1,331.90/oz on comex, down $1.20, or nearly 0.1%",negative,0.0
8657,28-01-2012,gold: will you feel the pinch of the new custom duty?,none,0.0
8658,01-10-2010,"spot gold hits record $1,318.40/oz in europe trade",positive,0.0
8659,14-12-2012,govt lowers import tariff value of gold to usd 550/10 gm,none,0.2263
8660,16-09-2016,"Gold futures log lowest finish since June, down 1.8% for the week",negative,-0.3818
8661,06-12-2017,gold prices ease despite slightly weaker dollar,positive,0.5703
8662,0201-09-12,"gold losses mount: off 2% at $1,822.30/oz.",negative,-0.4019
8663,22-02-2018,Gold Prices Remain Under Pressure After Upbeat U.S. Data,none,-0.296
8664,12-10-2011,India gold rises 1%; festivals prop up demand,positive,0.25
8665,06-02-2018,intl fc stone : an efficient and effective platform for accessing physical gold,none,0.7096
8666,22-10-2017,gold prices down in asia on monday as dollar gains,negative,0.34
8667,13-02-2012,gold futures slip on profit-booking by speculators,negative,0.0
8668,16-03-2017,traders divided on gold gst rate,none,0.0
8669,05-09-2016,"gold conflicted by fed rate hike talk, could rally in case of a trump victory",none,0.0
8670,0201-09-28,"Dec. gold gains 60 cents, or less than 0.1%, to $1,288.40/oz",positive,0.34
8671,03-08-2016,gold futures up 0.11% on global cues,positive,0.0
8672,22-03-2012,Gold deposits found in J&K,none,0.0
8673,13-06-2007,"august gold turns lower again, down $1.10 to $652/oz",negative,-0.296
8674,31-12-2012,"Gold futures up at Rs 31,226 per 10 grams",positive,0.0
8675,10-05-2011,"gold, silver extend rebound, settle higher",positive,0.1779
8676,27-05-2015,"june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex",negative,0.0
8677,06-02-2017,Gold futures log highest settlement since Nov. 10,positive,0.0
8678,15-10-2009,gold falls as dollar rebounds vs. most rivals,negative,0.0
8679,23-04-2018,Gold slips to two-week low as rising bond yields support dollar,negative,0.1531
8680,22-06-2017,"gold tallies back-to-back gains, and claws out from 5-week low",positive,0.0772
8681,04-01-2017,"gold climbs rs 200 on global cues, silver regains rs 40k-mark",positive,0.0
8682,28-09-2017,Gold remains slightly lower after economic data,negative,-0.228
8683,08-02-2018,cryptocurrencies may rival gold as a store of value - marketing analyst,none,0.34
8684,10-10-2018,gold cot myth debunked - speculators are usually right,none,0.0
8685,29-05-2012,gold imports may halve on high prices in may,none,0.0
8686,15-07-2011,investing carries risks - even for gold,none,-0.2732
8687,29-11-2006,dec. gold falls 50 cents to $636.80/oz in afternoon trading,negative,0.0
8688,28-02-2018,"gold overlooked, ignored & shunned, despite a great technical picture & upside potential",positive,-0.6902
8689,18-11-2004,"spot gold quoted at $442, down 10 cents from new york",negative,0.0
8690,18-02-2013,bearish on gold; see support at &#36;1600/ounce: barratt,positive,0.4019
8691,13-04-2007,june gold settles up $10.20 at $689.90/ounce on nymex,positive,0.0
8692,15-09-2017,Gold prices suffer first weekly loss in a month,negative,-0.7003
